# z   15.0  15.5  16.0  16.5  17.0  17.5  18.0  18.5  19.0  19.5  20.0  20.5  21.0  21.5  22.0  22.5  23.0  23.5  24.0  24.5  25.0  25.5  26.0  26.5  27.0  27.5  28.0  28.5  29.0  29.5
2.400e-01 1.924e-10 2.332e-07 2.667e-05 5.960e-04 4.304e-03 1.423e-02 2.741e-02 3.632e-02 3.715e-02 3.179e-02 2.403e-02 1.667e-02 1.090e-02 6.845e-03 4.177e-03 2.499e-03 1.475e-03 8.628e-04 5.013e-04 2.900e-04 1.673e-04 9.713e-05 9.130e-05 9.130e-05 9.130e-05 9.130e-05 9.130e-05 9.130e-05 9.130e-05 9.130e-05
2.500e-01 2.660e-11 6.080e-08 1.079e-05 3.265e-04 2.909e-03 1.112e-02 2.369e-02 3.364e-02 3.612e-02 3.194e-02 2.471e-02 1.742e-02 1.152e-02 7.286e-03 4.470e-03 2.684e-03 1.589e-03 9.306e-04 5.413e-04 3.134e-04 1.810e-04 1.051e-04 9.878e-05 9.878e-05 9.878e-05 9.878e-05 9.878e-05 9.878e-05 9.878e-05 9.878e-05
2.600e-01 3.385e-12 1.496e-08 4.186e-06 1.737e-04 1.925e-03 8.558e-03 2.023e-02 3.089e-02 3.485e-02 3.191e-02 2.528e-02 1.812e-02 1.212e-02 7.727e-03 4.766e-03 2.873e-03 1.705e-03 1.000e-03 5.827e-04 3.376e-04 1.951e-04 1.133e-04 1.065e-04 1.065e-04 1.065e-04 1.065e-04 1.065e-04 1.065e-04 1.065e-04 1.065e-04
2.700e-01 3.967e-13 3.472e-09 1.559e-06 8.974e-05 1.247e-03 6.483e-03 1.708e-02 2.810e-02 3.340e-02 3.169e-02 2.574e-02 1.877e-02 1.270e-02 8.165e-03 5.065e-03 3.065e-03 1.824e-03 1.072e-03 6.254e-04 3.627e-04 2.097e-04 1.219e-04 1.146e-04 1.146e-04 1.146e-04 1.146e-04 1.146e-04 1.146e-04 1.146e-04 1.146e-04
2.800e-01 4.282e-14 7.609e-10 5.576e-07 4.504e-05 7.911e-04 4.837e-03 1.425e-02 2.535e-02 3.178e-02 3.130e-02 2.608e-02 1.936e-02 1.326e-02 8.600e-03 5.366e-03 3.261e-03 1.946e-03 1.146e-03 6.693e-04 3.885e-04 2.248e-04 1.307e-04 1.229e-04 1.229e-04 1.229e-04 1.229e-04 1.229e-04 1.229e-04 1.229e-04 1.229e-04
2.900e-01 4.260e-15 1.575e-10 1.915e-07 2.196e-05 4.917e-04 3.555e-03 1.176e-02 2.267e-02 3.005e-02 3.075e-02 2.631e-02 1.989e-02 1.380e-02 9.029e-03 5.668e-03 3.459e-03 2.070e-03 1.222e-03 7.145e-04 4.152e-04 2.403e-04 1.398e-04 1.314e-04 1.314e-04 1.314e-04 1.314e-04 1.314e-04 1.314e-04 1.314e-04 1.314e-04
3.000e-01 3.906e-16 3.078e-11 6.319e-08 1.041e-05 2.994e-04 2.574e-03 9.603e-03 2.010e-02 2.822e-02 3.005e-02 2.643e-02 2.037e-02 1.432e-02 9.451e-03 5.971e-03 3.659e-03 2.196e-03 1.299e-03 7.609e-04 4.425e-04 2.564e-04 1.492e-04 1.403e-04 1.403e-04 1.403e-04 1.403e-04 1.403e-04 1.403e-04 1.403e-04 1.403e-04
3.100e-01 3.302e-17 5.683e-12 2.003e-08 4.796e-06 1.786e-04 1.837e-03 7.755e-03 1.769e-02 2.634e-02 2.922e-02 2.644e-02 2.078e-02 1.481e-02 9.866e-03 6.273e-03 3.862e-03 2.325e-03 1.378e-03 8.084e-04 4.707e-04 2.729e-04 1.589e-04 1.494e-04 1.494e-04 1.494e-04 1.494e-04 1.494e-04 1.494e-04 1.494e-04 1.494e-04
3.200e-01 2.575e-18 9.917e-13 6.103e-09 2.148e-06 1.045e-04 1.292e-03 6.196e-03 1.544e-02 2.444e-02 2.828e-02 2.634e-02 2.112e-02 1.527e-02 1.027e-02 6.574e-03 4.066e-03 2.456e-03 1.459e-03 8.571e-04 4.995e-04 2.898e-04 1.688e-04 1.587e-04 1.587e-04 1.587e-04 1.587e-04 1.587e-04 1.587e-04 1.587e-04 1.587e-04
3.300e-01 1.852e-19 1.636e-13 1.787e-09 9.357e-07 5.988e-05 8.956e-04 4.899e-03 1.336e-02 2.253e-02 2.724e-02 2.615e-02 2.141e-02 1.570e-02 1.066e-02 6.874e-03 4.272e-03 2.589e-03 1.541e-03 9.069e-04 5.291e-04 3.072e-04 1.791e-04 1.684e-04 1.684e-04 1.684e-04 1.684e-04 1.684e-04 1.684e-04 1.684e-04 1.684e-04
3.400e-01 1.229e-20 2.550e-14 5.031e-10 3.964e-07 3.366e-05 6.120e-04 3.833e-03 1.148e-02 2.066e-02 2.611e-02 2.585e-02 2.162e-02 1.609e-02 1.105e-02 7.171e-03 4.478e-03 2.723e-03 1.625e-03 9.578e-04 5.595e-04 3.251e-04 1.896e-04 1.783e-04 1.783e-04 1.783e-04 1.783e-04 1.783e-04 1.783e-04 1.783e-04 1.783e-04
3.500e-01 7.530e-22 3.760e-15 1.362e-10 1.633e-07 1.855e-05 4.124e-04 2.968e-03 9.791e-03 1.882e-02 2.491e-02 2.547e-02 2.178e-02 1.646e-02 1.142e-02 7.464e-03 4.685e-03 2.859e-03 1.710e-03 1.010e-03 5.905e-04 3.433e-04 2.003e-04 1.884e-04 1.884e-04 1.884e-04 1.884e-04 1.884e-04 1.884e-04 1.884e-04 1.884e-04
3.600e-01 4.258e-23 5.242e-16 3.545e-11 6.547e-08 1.002e-05 2.740e-04 2.275e-03 8.285e-03 1.706e-02 2.367e-02 2.500e-02 2.187e-02 1.678e-02 1.177e-02 7.754e-03 4.893e-03 2.996e-03 1.797e-03 1.063e-03 6.221e-04 3.621e-04 2.114e-04 1.988e-04 1.988e-04 1.988e-04 1.988e-04 1.988e-04 1.988e-04 1.988e-04 1.988e-04
3.700e-01 2.223e-24 6.913e-17 8.873e-12 2.554e-08 5.313e-06 1.796e-04 1.727e-03 6.959e-03 1.537e-02 2.239e-02 2.446e-02 2.190e-02 1.708e-02 1.211e-02 8.040e-03 5.100e-03 3.134e-03 1.885e-03 1.116e-03 6.545e-04 3.812e-04 2.227e-04 2.095e-04 2.095e-04 2.095e-04 2.095e-04 2.095e-04 2.095e-04 2.095e-04 2.095e-04
3.800e-01 1.072e-25 8.625e-18 2.137e-12 9.692e-09 2.762e-06 1.161e-04 1.297e-03 5.803e-03 1.377e-02 2.109e-02 2.385e-02 2.186e-02 1.734e-02 1.243e-02 8.320e-03 5.307e-03 3.274e-03 1.974e-03 1.171e-03 6.875e-04 4.008e-04 2.343e-04 2.203e-04 2.203e-04 2.203e-04 2.203e-04 2.203e-04 2.203e-04 2.203e-04 2.203e-04
3.900e-01 4.773e-27 1.018e-18 4.950e-13 3.580e-09 1.409e-06 7.399e-05 9.652e-04 4.803e-03 1.228e-02 1.978e-02 2.317e-02 2.177e-02 1.756e-02 1.274e-02 8.595e-03 5.513e-03 3.414e-03 2.064e-03 1.227e-03 7.211e-04 4.208e-04 2.461e-04 2.315e-04 2.315e-04 2.315e-04 2.315e-04 2.315e-04 2.315e-04 2.315e-04 2.315e-04
4.000e-01 1.964e-28 1.137e-19 1.103e-13 1.287e-09 7.047e-07 4.653e-05 7.110e-04 3.948e-03 1.088e-02 1.848e-02 2.244e-02 2.162e-02 1.774e-02 1.303e-02 8.864e-03 5.717e-03 3.555e-03 2.155e-03 1.284e-03 7.554e-04 4.412e-04 2.582e-04 2.429e-04 2.429e-04 2.429e-04 2.429e-04 2.429e-04 2.429e-04 2.429e-04 2.429e-04
4.100e-01 7.464e-30 1.202e-20 2.366e-14 4.502e-10 3.459e-07 2.887e-05 5.187e-04 3.221e-03 9.595e-03 1.719e-02 2.167e-02 2.142e-02 1.789e-02 1.330e-02 9.125e-03 5.921e-03 3.697e-03 2.247e-03 1.341e-03 7.903e-04 4.620e-04 2.705e-04 2.545e-04 2.545e-04 2.545e-04 2.545e-04 2.545e-04 2.545e-04 2.545e-04 2.545e-04
4.200e-01 2.622e-31 1.203e-21 4.884e-15 1.533e-10 1.666e-07 1.767e-05 3.747e-04 2.610e-03 8.417e-03 1.593e-02 2.086e-02 2.116e-02 1.800e-02 1.355e-02 9.380e-03 6.123e-03 3.838e-03 2.340e-03 1.399e-03 8.257e-04 4.832e-04 2.831e-04 2.664e-04 2.664e-04 2.664e-04 2.664e-04 2.664e-04 2.664e-04 2.664e-04 2.664e-04
4.300e-01 8.511e-33 1.139e-22 9.703e-16 5.085e-11 7.874e-08 1.067e-05 2.681e-04 2.100e-03 7.345e-03 1.470e-02 2.002e-02 2.086e-02 1.808e-02 1.379e-02 9.626e-03 6.322e-03 3.980e-03 2.434e-03 1.458e-03 8.618e-04 5.047e-04 2.960e-04 2.785e-04 2.785e-04 2.785e-04 2.785e-04 2.785e-04 2.785e-04 2.785e-04 2.785e-04
4.400e-01 2.554e-34 1.021e-23 1.855e-16 1.642e-11 3.652e-08 6.359e-06 1.900e-04 1.678e-03 6.377e-03 1.352e-02 1.915e-02 2.051e-02 1.812e-02 1.400e-02 9.864e-03 6.519e-03 4.123e-03 2.528e-03 1.518e-03 8.984e-04 5.267e-04 3.091e-04 2.908e-04 2.908e-04 2.908e-04 2.908e-04 2.908e-04 2.908e-04 2.908e-04 2.908e-04
4.500e-01 7.086e-36 8.672e-25 3.415e-17 5.160e-12 1.663e-08 3.740e-06 1.334e-04 1.332e-03 5.508e-03 1.238e-02 1.827e-02 2.012e-02 1.812e-02 1.419e-02 1.009e-02 6.714e-03 4.264e-03 2.623e-03 1.579e-03 9.355e-04 5.490e-04 3.224e-04 3.034e-04 3.034e-04 3.034e-04 3.034e-04 3.034e-04 3.034e-04 3.034e-04 3.034e-04
4.600e-01 1.818e-37 6.972e-26 6.051e-18 1.579e-12 7.428e-09 2.170e-06 9.279e-05 1.050e-03 4.734e-03 1.130e-02 1.737e-02 1.970e-02 1.809e-02 1.437e-02 1.031e-02 6.906e-03 4.406e-03 2.719e-03 1.640e-03 9.732e-04 5.717e-04 3.360e-04 3.162e-04 3.162e-04 3.162e-04 3.162e-04 3.162e-04 3.162e-04 3.162e-04 3.162e-04
4.700e-01 4.311e-39 5.309e-27 1.032e-18 4.708e-13 3.257e-09 1.243e-06 6.393e-05 8.218e-04 4.049e-03 1.027e-02 1.648e-02 1.924e-02 1.803e-02 1.452e-02 1.052e-02 7.094e-03 4.547e-03 2.815e-03 1.701e-03 1.011e-03 5.948e-04 3.498e-04 3.292e-04 3.292e-04 3.292e-04 3.292e-04 3.292e-04 3.292e-04 3.292e-04 3.292e-04
4.800e-01 9.458e-41 3.828e-28 1.696e-19 1.367e-13 1.402e-09 7.027e-07 4.363e-05 6.390e-04 3.445e-03 9.306e-03 1.558e-02 1.874e-02 1.793e-02 1.465e-02 1.072e-02 7.279e-03 4.688e-03 2.912e-03 1.764e-03 1.050e-03 6.182e-04 3.638e-04 3.424e-04 3.424e-04 3.424e-04 3.424e-04 3.424e-04 3.424e-04 3.424e-04 3.424e-04
